nohup: ignoring input
=== Titanium Ultra Enterprise System ===
[SocialMedia] Nincs token, layer passzív.
[Subscription_12] Feature_2 -> Value: 65.3
[Subscription_16] Feature_4 -> Value: 32.35
[Subscription_6] Feature_1 -> Value: 61.8
[Subscription_9] Feature_5 -> Value: 1.45
[Subscription_20] Feature_5 -> Value: 92.45
[Subscription_2] Feature_1 -> Value: 40.35
[Subscription_14] Feature_1 -> Value: 96.71
[Subscription_15] Feature_5 -> Value: 29.46
[Subscription_5] Feature_4 -> Value: 51.98
[Subscription_3] Feature_3 -> Value: 25.1
[Subscription_10] Feature_3 -> Value: 59.04
[Subscription_4] Feature_4 -> Value: 84.79
[Subscription_19] Feature_5 -> Value: 78.18
[Subscription_1] Feature_4 -> Value: 5.64
[Subscription_8] Feature_5 -> Value: 98.51
[Subscription_11] Feature_4 -> Value: 69.41
[Subscription_14] Feature_2 -> Value: 38.95
[Subscription_16] Feature_5 -> Value: 44.16
[Subscription_7] Feature_3 -> Value: 23.24
[Subscription_9] Feature_1 -> Value: 99.72
[Subscription_2] Feature_2 -> Value: 21.01
[Subscription_13] Feature_1 -> Value: 53.76
[Subscription_18] Feature_2 -> Value: 71.29
[Subscription_17] Feature_1 -> Value: 6.97
[Subscription_12] Feature_3 -> Value: 84.74
[Subscription_5] Feature_5 -> Value: 21.78
[Subscription_10] Feature_4 -> Value: 30.7
[Subscription_6] Feature_2 -> Value: 92.52
[Subscription_11] Feature_5 -> Value: 21.17
[Subscription_20] Feature_1 -> Value: 18.25
[Subscription_15] Feature_1 -> Value: 82.45
[Subscription_1] Feature_5 -> Value: 49.33
[Subscription_3] Feature_4 -> Value: 46.37
[Subscription_4] Feature_5 -> Value: 12.28
[Subscription_9] Feature_2 -> Value: 54.1
[Subscription_7] Feature_4 -> Value: 33.41
[Subscription_2] Feature_3 -> Value: 78.84
[Subscription_19] Feature_1 -> Value: 72.95
[Subscription_14] Feature_3 -> Value: 16.85
[Subscription_12] Feature_4 -> Value: 28.64
[Subscription_10] Feature_5 -> Value: 79.85
[Subscription_6] Feature_3 -> Value: 11.96
[Subscription_8] Feature_1 -> Value: 38.36
[Subscription_13] Feature_2 -> Value: 90.51
[Subscription_15] Feature_2 -> Value: 27.36
[Subscription_16] Feature_1 -> Value: 24.21
[Subscription_1] Feature_1 -> Value: 61.47
[Subscription_18] Feature_3 -> Value: 22.26
[Subscription_9] Feature_3 -> Value: 38.09
[Subscription_19] Feature_2 -> Value: 41.15
[Subscription_17] Feature_2 -> Value: 68.23
[Subscription_5] Feature_1 -> Value: 27.44
[Subscription_3] Feature_5 -> Value: 34.87
[Subscription_10] Feature_1 -> Value: 71.43
[Subscription_4] Feature_1 -> Value: 98.25
[Subscription_11] Feature_1 -> Value: 54.69
[Subscription_20] Feature_2 -> Value: 41.66
[Subscription_7] Feature_5 -> Value: 53.58
[Subscription_6] Feature_4 -> Value: 34.59
[Subscription_13] Feature_3 -> Value: 33.74
[Subscription_2] Feature_4 -> Value: 87.79
[Subscription_17] Feature_3 -> Value: 76.73
[Subscription_14] Feature_4 -> Value: 79.23
[Subscription_12] Feature_5 -> Value: 28.7
[Subscription_19] Feature_3 -> Value: 91.89
[Subscription_15] Feature_3 -> Value: 67.02
[Subscription_16] Feature_2 -> Value: 63.89
[Subscription_3] Feature_1 -> Value: 13.26
[Subscription_8] Feature_2 -> Value: 53.99
[Subscription_20] Feature_3 -> Value: 32.67
[Subscription_1] Feature_2 -> Value: 75.96
[Subscription_18] Feature_4 -> Value: 0.83
[Subscription_13] Feature_4 -> Value: 63.37
[Subscription_11] Feature_2 -> Value: 38.08
[Subscription_9] Feature_4 -> Value: 59.11
[Subscription_12] Feature_1 -> Value: 38.61
[Subscription_15] Feature_4 -> Value: 99.41
[Subscription_5] Feature_2 -> Value: 32.62
[Subscription_10] Feature_2 -> Value: 40.39
[Subscription_4] Feature_2 -> Value: 89.44
[Subscription_6] Feature_5 -> Value: 19.73
[Subscription_8] Feature_3 -> Value: 2.81
[Subscription_7] Feature_1 -> Value: 63.39
[Subscription_20] Feature_4 -> Value: 13.92
[Subscription_17] Feature_4 -> Value: 17.92
[Subscription_3] Feature_2 -> Value: 84.91
[Subscription_18] Feature_5 -> Value: 83.91
[Subscription_2] Feature_5 -> Value: 50.8
[Subscription_9] Feature_5 -> Value: 4.76
[Subscription_14] Feature_5 -> Value: 89.19
[Subscription_19] Feature_4 -> Value: 75.21
[Subscription_12] Feature_2 -> Value: 91.74
[Subscription_16] Feature_3 -> Value: 17.31
[Subscription_5] Feature_3 -> Value: 66.84
[Subscription_10] Feature_3 -> Value: 45.46
[Subscription_6] Feature_1 -> Value: 36.15
[Subscription_8] Feature_4 -> Value: 12.41
[Subscription_7] Feature_2 -> Value: 29.99
[Subscription_15] Feature_5 -> Value: 97.18
[Subscription_1] Feature_3 -> Value: 78.48
[Subscription_3] Feature_3 -> Value: 11.98
[Subscription_18] Feature_1 -> Value: 4.75
[Subscription_13] Feature_5 -> Value: 59.96
[Subscription_11] Feature_3 -> Value: 37.21
[Subscription_2] Feature_1 -> Value: 8.91
[Subscription_20] Feature_5 -> Value: 96.37
[Subscription_14] Feature_1 -> Value: 22.37
[Subscription_16] Feature_4 -> Value: 20.27
[Subscription_4] Feature_3 -> Value: 84.91
[Subscription_9] Feature_1 -> Value: 28.9
[Subscription_17] Feature_5 -> Value: 46.12
[Subscription_19] Feature_5 -> Value: 10.13
[Subscription_15] Feature_1 -> Value: 75.19
[Subscription_1] Feature_4 -> Value: 89.67
[Subscription_8] Feature_5 -> Value: 49.05
[Subscription_13] Feature_1 -> Value: 63.09
[Subscription_12] Feature_3 -> Value: 44.77
[Subscription_16] Feature_5 -> Value: 21.9
[Subscription_5] Feature_4 -> Value: 22.7
[Subscription_10] Feature_4 -> Value: 6.96
[Subscription_4] Feature_4 -> Value: 65.43
[Subscription_6] Feature_2 -> Value: 10.61
[Subscription_18] Feature_2 -> Value: 51.2
[Subscription_7] Feature_3 -> Value: 93.55
[Subscription_20] Feature_1 -> Value: 19.18
[Subscription_17] Feature_1 -> Value: 96.88
[Subscription_1] Feature_5 -> Value: 69.71
[Subscription_3] Feature_4 -> Value: 57.18
[Subscription_11] Feature_4 -> Value: 47.84
[Subscription_2] Feature_2 -> Value: 51.23
[Subscription_9] Feature_2 -> Value: 87.37
[Subscription_14] Feature_2 -> Value: 42.36
[Subscription_19] Feature_1 -> Value: 55.72
[Subscription_15] Feature_2 -> Value: 98.52
[Subscription_5] Feature_5 -> Value: 73.89
[Subscription_6] Feature_3 -> Value: 41.96
[Subscription_13] Feature_2 -> Value: 5.37
[Subscription_7] Feature_4 -> Value: 91.44
[Subscription_16] Feature_1 -> Value: 65.43
[Subscription_8] Feature_1 -> Value: 71.06
[Subscription_18] Feature_3 -> Value: 79.6
[Subscription_20] Feature_2 -> Value: 24.85
[Subscription_14] Feature_3 -> Value: 25.47
[Subscription_19] Feature_2 -> Value: 50.59
[Subscription_12] Feature_4 -> Value: 58.2
[Subscription_15] Feature_3 -> Value: 94.12
[Subscription_1] Feature_1 -> Value: 22.69
[Subscription_3] Feature_5 -> Value: 4.77
[Subscription_10] Feature_5 -> Value: 78.76
[Subscription_4] Feature_5 -> Value: 94.47
[Subscription_2] Feature_3 -> Value: 70.5
[Subscription_13] Feature_3 -> Value: 45.78
[Subscription_7] Feature_5 -> Value: 69.01
[Subscription_17] Feature_2 -> Value: 84.97
[Subscription_11] Feature_5 -> Value: 13.43
[Subscription_9] Feature_3 -> Value: 52.87
[Subscription_20] Feature_3 -> Value: 54.48
[Subscription_15] Feature_4 -> Value: 43.52
[Subscription_5] Feature_1 -> Value: 23.25
[Subscription_3] Feature_1 -> Value: 33.22
[Subscription_10] Feature_1 -> Value: 74.56
[Subscription_4] Feature_1 -> Value: 95.87
[Subscription_6] Feature_4 -> Value: 67.24
[Subscription_18] Feature_4 -> Value: 93.11
[Subscription_19] Feature_3 -> Value: 41.51
[Subscription_12] Feature_5 -> Value: 34.01
[Subscription_16] Feature_2 -> Value: 60.02
[Subscription_1] Feature_2 -> Value: 81.77
[Subscription_8] Feature_2 -> Value: 74.94
[Subscription_11] Feature_1 -> Value: 27.74
[Subscription_2] Feature_4 -> Value: 48.36
[Subscription_13] Feature_4 -> Value: 22.17
[Subscription_7] Feature_1 -> Value: 86.02
[Subscription_17] Feature_3 -> Value: 3.67
[Subscription_14] Feature_4 -> Value: 8.52
[Subscription_3] Feature_2 -> Value: 48.54
[Subscription_10] Feature_2 -> Value: 65.82
[Subscription_4] Feature_2 -> Value: 73.13
[Subscription_9] Feature_4 -> Value: 18.13
[Subscription_20] Feature_4 -> Value: 30.85
[Subscription_19] Feature_4 -> Value: 21.99
[Subscription_15] Feature_5 -> Value: 2.69
[Subscription_16] Feature_3 -> Value: 58.39
[Subscription_5] Feature_2 -> Value: 99.2
[Subscription_6] Feature_5 -> Value: 16.34
[Subscription_2] Feature_5 -> Value: 58.82
[Subscription_13] Feature_5 -> Value: 18.79
[Subscription_17] Feature_4 -> Value: 94.42
[Subscription_1] Feature_3 -> Value: 87.27
[Subscription_10] Feature_3 -> Value: 19.79
[Subscription_18] Feature_5 -> Value: 95.58
[Subscription_11] Feature_2 -> Value: 93.55
[Subscription_20] Feature_5 -> Value: 75.69
[Subscription_12] Feature_1 -> Value: 91.05
[Subscription_15] Feature_1 -> Value: 10.8
[Subscription_3] Feature_3 -> Value: 62.6
[Subscription_4] Feature_3 -> Value: 80.55
[Subscription_8] Feature_3 -> Value: 89.36
[Subscription_2] Feature_1 -> Value: 5.94
[Subscription_13] Feature_1 -> Value: 6.01
[Subscription_7] Feature_2 -> Value: 41.63
[Subscription_14] Feature_5 -> Value: 64.49
[Subscription_16] Feature_4 -> Value: 9.3
[Subscription_1] Feature_4 -> Value: 76.96
[Subscription_5] Feature_3 -> Value: 77.78
[Subscription_9] Feature_5 -> Value: 20.77
[Subscription_17] Feature_5 -> Value: 4.68
[Subscription_19] Feature_5 -> Value: 93.23
[Subscription_15] Feature_2 -> Value: 43.04
[Subscription_4] Feature_4 -> Value: 50.59
[Subscription_8] Feature_4 -> Value: 2.46
[Subscription_6] Feature_1 -> Value: 90.43
[Subscription_11] Feature_3 -> Value: 66.09
[Subscription_20] Feature_1 -> Value: 41.42
[Subscription_13] Feature_2 -> Value: 53.35
[Subscription_7] Feature_3 -> Value: 9.87
[Subscription_12] Feature_2 -> Value: 33.62
[Subscription_16] Feature_5 -> Value: 75.06
[Subscription_5] Feature_4 -> Value: 18.36
[Subscription_10] Feature_4 -> Value: 64.11
[Subscription_18] Feature_1 -> Value: 0.6
[Subscription_14] Feature_1 -> Value: 44.72
[Subscription_17] Feature_1 -> Value: 27.16
[Subscription_1] Feature_5 -> Value: 39.43
[Subscription_3] Feature_4 -> Value: 44.17
[Subscription_9] Feature_1 -> Value: 15.31
[Subscription_2] Feature_2 -> Value: 18.23
[Subscription_20] Feature_2 -> Value: 29.17
[Subscription_7] Feature_4 -> Value: 7.17
[Subscription_10] Feature_5 -> Value: 92.75
[Subscription_4] Feature_5 -> Value: 82.93
[Subscription_18] Feature_2 -> Value: 38.01
[Subscription_11] Feature_4 -> Value: 11.21
[Subscription_14] Feature_2 -> Value: 66.89
[Subscription_19] Feature_1 -> Value: 88.02
[Subscription_15] Feature_3 -> Value: 43.33
[Subscription_16] Feature_1 -> Value: 48.63
[Subscription_5] Feature_5 -> Value: 43.9
[Subscription_6] Feature_2 -> Value: 53.47
[Subscription_8] Feature_5 -> Value: 57.07
[Subscription_9] Feature_2 -> Value: 61.56
[Subscription_20] Feature_3 -> Value: 77.53
[Subscription_13] Feature_3 -> Value: 59.51
[Subscription_17] Feature_2 -> Value: 60.88
[Subscription_12] Feature_3 -> Value: 91.87
[Subscription_1] Feature_1 -> Value: 55.52
[Subscription_10] Feature_1 -> Value: 91.94
[Subscription_11] Feature_5 -> Value: 82.71
[Subscription_7] Feature_5 -> Value: 51.88
[Subscription_15] Feature_4 -> Value: 38.9
[Subscription_3] Feature_5 -> Value: 45.62
[Subscription_18] Feature_3 -> Value: 17.93
[Subscription_2] Feature_3 -> Value: 37.12
[Subscription_20] Feature_4 -> Value: 49.17
[Subscription_14] Feature_3 -> Value: 62.97
[Subscription_19] Feature_2 -> Value: 51.66
[Subscription_5] Feature_1 -> Value: 79.5
[Subscription_4] Feature_1 -> Value: 66.64
[Subscription_6] Feature_3 -> Value: 12.57
[Subscription_8] Feature_1 -> Value: 21.83
[Subscription_9] Feature_3 -> Value: 23.64
[Subscription_11] Feature_1 -> Value: 52.9
[Subscription_16] Feature_2 -> Value: 34.45
[Subscription_3] Feature_1 -> Value: 18.54
[Subscription_18] Feature_4 -> Value: 18.96
[Subscription_13] Feature_4 -> Value: 46.22
[Subscription_7] Feature_1 -> Value: 82.55
[Subscription_17] Feature_3 -> Value: 4.56
[Subscription_12] Feature_4 -> Value: 76.35
[Subscription_15] Feature_5 -> Value: 12.18
[Subscription_1] Feature_2 -> Value: 55.93
[Subscription_10] Feature_2 -> Value: 91.64
[Subscription_4] Feature_2 -> Value: 29.64
[Subscription_2] Feature_4 -> Value: 36.2
[Subscription_11] Feature_2 -> Value: 98.89
[Subscription_14] Feature_4 -> Value: 27.68
[Subscription_3] Feature_2 -> Value: 67.46
[Subscription_6] Feature_4 -> Value: 5.55
[Subscription_8] Feature_2 -> Value: 45.02
[Subscription_20] Feature_5 -> Value: 81.23
[Subscription_9] Feature_4 -> Value: 53.76
[Subscription_17] Feature_4 -> Value: 28.78
[Subscription_19] Feature_3 -> Value: 90.32
[Subscription_5] Feature_2 -> Value: 67.25
[Subscription_14] Feature_5 -> Value: 62.21
[Subscription_16] Feature_3 -> Value: 82.74
[Subscription_1] Feature_3 -> Value: 91.81
[Subscription_10] Feature_3 -> Value: 9.16
[Subscription_18] Feature_5 -> Value: 93.68
[Subscription_13] Feature_5 -> Value: 29.87
[Subscription_9] Feature_5 -> Value: 23.1
[Subscription_7] Feature_2 -> Value: 44.84
[Subscription_17] Feature_5 -> Value: 67.58
[Subscription_11] Feature_3 -> Value: 45.57
[Subscription_12] Feature_5 -> Value: 17.45
[Subscription_15] Feature_1 -> Value: 31.49
[Subscription_3] Feature_3 -> Value: 59.8
[Subscription_4] Feature_3 -> Value: 74.28
[Subscription_8] Feature_3 -> Value: 80.4
[Subscription_2] Feature_5 -> Value: 54.77
[Subscription_16] Feature_4 -> Value: 91.96
[Subscription_5] Feature_3 -> Value: 45.31
[Subscription_6] Feature_5 -> Value: 49.24
[Subscription_20] Feature_1 -> Value: 8.59
[Subscription_14] Feature_1 -> Value: 18.79
[Subscription_12] Feature_1 -> Value: 78.58
[Subscription_19] Feature_4 -> Value: 9.08
[Subscription_17] Feature_1 -> Value: 31.12
[Subscription_15] Feature_2 -> Value: 2.2
[Subscription_3] Feature_4 -> Value: 19.58
[Subscription_18] Feature_1 -> Value: 21.11
[Subscription_16] Feature_5 -> Value: 89.0
[Subscription_1] Feature_4 -> Value: 70.12
[Subscription_10] Feature_4 -> Value: 51.92
[Subscription_6] Feature_1 -> Value: 38.38
[Subscription_8] Feature_4 -> Value: 43.46
[Subscription_13] Feature_1 -> Value: 18.44
[Subscription_2] Feature_1 -> Value: 12.62
[Subscription_9] Feature_1 -> Value: 69.33
[Subscription_11] Feature_4 -> Value: 70.64
[Subscription_7] Feature_3 -> Value: 90.07
[Subscription_12] Feature_2 -> Value: 91.56
[Subscription_19] Feature_5 -> Value: 18.42
[Subscription_15] Feature_3 -> Value: 19.49
[Subscription_5] Feature_4 -> Value: 60.19
[Subscription_4] Feature_4 -> Value: 98.16
[Subscription_18] Feature_2 -> Value: 50.03
[Subscription_14] Feature_2 -> Value: 73.98
[Subscription_8] Feature_5 -> Value: 47.13
[Subscription_20] Feature_2 -> Value: 65.87
[Subscription_9] Feature_2 -> Value: 46.03
[Subscription_11] Feature_5 -> Value: 71.87
[Subscription_17] Feature_2 -> Value: 5.87
[Subscription_15] Feature_4 -> Value: 90.71
[Subscription_1] Feature_5 -> Value: 83.01
[Subscription_5] Feature_5 -> Value: 70.1
[Subscription_3] Feature_5 -> Value: 17.3
[Subscription_6] Feature_2 -> Value: 32.04
[Subscription_13] Feature_2 -> Value: 58.34
[Subscription_19] Feature_1 -> Value: 7.34
[Subscription_16] Feature_1 -> Value: 50.83
[Subscription_10] Feature_5 -> Value: 9.49
[Subscription_2] Feature_2 -> Value: 19.82
[Subscription_7] Feature_4 -> Value: 26.69
[Subscription_17] Feature_3 -> Value: 30.36
[Subscription_12] Feature_3 -> Value: 66.14
[Subscription_4] Feature_5 -> Value: 11.33
[Subscription_8] Feature_1 -> Value: 60.85
[Subscription_18] Feature_3 -> Value: 45.86
[Subscription_13] Feature_3 -> Value: 99.27
[Subscription_9] Feature_3 -> Value: 88.28
[Subscription_14] Feature_3 -> Value: 14.13
[Subscription_1] Feature_1 -> Value: 48.39
[Subscription_3] Feature_1 -> Value: 20.66
[Subscription_20] Feature_3 -> Value: 65.38
[Subscription_2] Feature_3 -> Value: 35.82
[Subscription_11] Feature_1 -> Value: 59.72
[Subscription_7] Feature_5 -> Value: 55.9
[Subscription_12] Feature_4 -> Value: 43.36
[Subscription_15] Feature_5 -> Value: 7.89
[Subscription_5] Feature_1 -> Value: 94.42
[Subscription_10] Feature_1 -> Value: 85.87
[Subscription_6] Feature_3 -> Value: 24.62
[Subscription_19] Feature_2 -> Value: 72.57
[Subscription_16] Feature_2 -> Value: 99.34
[Subscription_3] Feature_2 -> Value: 66.45
[Subscription_8] Feature_2 -> Value: 91.16
[Subscription_20] Feature_4 -> Value: 89.48
[Subscription_9] Feature_4 -> Value: 28.3
[Subscription_17] Feature_4 -> Value: 47.11
[Subscription_15] Feature_1 -> Value: 2.22
[Subscription_4] Feature_1 -> Value: 61.28
[Subscription_6] Feature_4 -> Value: 35.58
[Subscription_18] Feature_4 -> Value: 4.31
[Subscription_13] Feature_4 -> Value: 97.1
[Subscription_11] Feature_2 -> Value: 59.31
[Subscription_7] Feature_1 -> Value: 8.43
[Subscription_14] Feature_4 -> Value: 78.49
[Subscription_1] Feature_2 -> Value: 19.06
[Subscription_5] Feature_2 -> Value: 42.42
[Subscription_3] Feature_3 -> Value: 42.15
[Subscription_20] Feature_5 -> Value: 26.06
[Subscription_2] Feature_4 -> Value: 37.61
[Subscription_12] Feature_5 -> Value: 94.04
[Subscription_15] Feature_2 -> Value: 10.39
[Subscription_16] Feature_3 -> Value: 45.4
[Subscription_10] Feature_2 -> Value: 51.04
[Subscription_6] Feature_5 -> Value: 6.35
[Subscription_14] Feature_5 -> Value: 33.9
[Subscription_19] Feature_3 -> Value: 15.55
[Subscription_7] Feature_2 -> Value: 43.73
[Subscription_3] Feature_4 -> Value: 31.01
[Subscription_8] Feature_3 -> Value: 4.65
[Subscription_13] Feature_5 -> Value: 74.23
[Subscription_9] Feature_5 -> Value: 51.46
[Subscription_17] Feature_5 -> Value: 93.31
[Subscription_12] Feature_1 -> Value: 52.59
[Subscription_15] Feature_3 -> Value: 90.41
[Subscription_16] Feature_4 -> Value: 85.64
[Subscription_1] Feature_3 -> Value: 52.89
[Subscription_4] Feature_2 -> Value: 38.92
[Subscription_18] Feature_5 -> Value: 58.97
[Subscription_2] Feature_5 -> Value: 98.3
[Subscription_11] Feature_3 -> Value: 18.44
[Subscription_19] Feature_4 -> Value: 80.51
[Subscription_5] Feature_3 -> Value: 41.01
[Subscription_10] Feature_3 -> Value: 86.99
[Subscription_6] Feature_1 -> Value: 38.26
[Subscription_20] Feature_1 -> Value: 39.07
[Subscription_17] Feature_1 -> Value: 17.68
[Subscription_1] Feature_4 -> Value: 81.09
[Subscription_3] Feature_5 -> Value: 16.04
[Subscription_13] Feature_1 -> Value: 45.82
[Subscription_12] Feature_2 -> Value: 62.97
[Subscription_14] Feature_1 -> Value: 10.42
[Subscription_7] Feature_3 -> Value: 72.28
[Subscription_15] Feature_4 -> Value: 56.46
[Subscription_16] Feature_5 -> Value: 49.36
[Subscription_10] Feature_4 -> Value: 77.37
[Subscription_8] Feature_4 -> Value: 51.88
[Subscription_18] Feature_1 -> Value: 53.92
[Subscription_9] Feature_1 -> Value: 52.08
[Subscription_2] Feature_1 -> Value: 74.09
[Subscription_11] Feature_4 -> Value: 72.63
[Subscription_19] Feature_5 -> Value: 23.69
[Subscription_1] Feature_5 -> Value: 35.68
[Subscription_5] Feature_4 -> Value: 56.21
[Subscription_4] Feature_3 -> Value: 92.66
[Subscription_6] Feature_2 -> Value: 34.35
[Subscription_20] Feature_2 -> Value: 50.11
[Subscription_7] Feature_4 -> Value: 35.19
[Subscription_15] Feature_5 -> Value: 72.37
[Subscription_16] Feature_1 -> Value: 87.0
[Subscription_18] Feature_2 -> Value: 62.21
[Subscription_13] Feature_2 -> Value: 70.38
[Subscription_17] Feature_2 -> Value: 37.61
[Subscription_12] Feature_3 -> Value: 40.71
[Subscription_3] Feature_1 -> Value: 1.65
[Subscription_9] Feature_2 -> Value: 0.94
[Subscription_11] Feature_5 -> Value: 96.8
[Subscription_14] Feature_2 -> Value: 89.55
[Subscription_10] Feature_5 -> Value: 0.83
[Subscription_4] Feature_4 -> Value: 93.84
[Subscription_6] Feature_3 -> Value: 44.41
[Subscription_8] Feature_5 -> Value: 85.58
[Subscription_2] Feature_2 -> Value: 16.3
[Subscription_12] Feature_4 -> Value: 3.96
[Subscription_19] Feature_1 -> Value: 88.76
[Subscription_7] Feature_5 -> Value: 94.38
[Subscription_1] Feature_1 -> Value: 33.94
[Subscription_5] Feature_5 -> Value: 37.64
[Subscription_18] Feature_3 -> Value: 98.32
[Subscription_20] Feature_3 -> Value: 96.59
[Subscription_17] Feature_3 -> Value: 22.88
[Subscription_15] Feature_1 -> Value: 50.71
[Subscription_16] Feature_2 -> Value: 56.15
[Subscription_4] Feature_5 -> Value: 51.43
[Subscription_13] Feature_3 -> Value: 36.81
[Subscription_9] Feature_3 -> Value: 37.44
[Subscription_11] Feature_1 -> Value: 60.82
[Subscription_14] Feature_3 -> Value: 41.3
[Subscription_5] Feature_1 -> Value: 74.33
[Subscription_3] Feature_2 -> Value: 8.7
[Subscription_10] Feature_1 -> Value: 95.23
[Subscription_18] Feature_4 -> Value: 3.14
[Subscription_20] Feature_4 -> Value: 79.86
[Subscription_6] Feature_4 -> Value: 41.0
[Subscription_8] Feature_1 -> Value: 76.85
[Subscription_2] Feature_3 -> Value: 24.89
[Subscription_17] Feature_4 -> Value: 90.2
[Subscription_12] Feature_5 -> Value: 19.14
[Subscription_7] Feature_1 -> Value: 78.89
[Subscription_19] Feature_2 -> Value: 41.26
[Subscription_15] Feature_2 -> Value: 65.31
[Subscription_1] Feature_2 -> Value: 57.69
[Subscription_9] Feature_4 -> Value: 15.76
[Subscription_20] Feature_5 -> Value: 65.71
[Subscription_11] Feature_2 -> Value: 72.72
[Subscription_14] Feature_4 -> Value: 12.57
[Subscription_16] Feature_3 -> Value: 0.71
[Subscription_5] Feature_2 -> Value: 89.75
[Subscription_10] Feature_2 -> Value: 64.88
[Subscription_4] Feature_1 -> Value: 64.89
[Subscription_6] Feature_5 -> Value: 74.48
[Subscription_13] Feature_4 -> Value: 85.67
[Subscription_2] Feature_4 -> Value: 40.36
[Subscription_3] Feature_3 -> Value: 21.69
[Subscription_8] Feature_2 -> Value: 90.49
[Subscription_18] Feature_5 -> Value: 48.86
[Subscription_9] Feature_5 -> Value: 11.26
[Subscription_20] Feature_1 -> Value: 14.84
[Subscription_19] Feature_3 -> Value: 34.68
[Subscription_15] Feature_3 -> Value: 26.03
[Subscription_6] Feature_1 -> Value: 93.25
[Subscription_2] Feature_5 -> Value: 33.72
[Subscription_11] Feature_3 -> Value: 36.67
[Subscription_17] Feature_5 -> Value: 51.93
[Subscription_14] Feature_5 -> Value: 21.62
[Subscription_12] Feature_1 -> Value: 3.68
[Subscription_7] Feature_2 -> Value: 95.85
[Subscription_16] Feature_4 -> Value: 65.38
[Subscription_1] Feature_3 -> Value: 57.68
[Subscription_8] Feature_3 -> Value: 16.02
[Subscription_18] Feature_1 -> Value: 82.76
[Subscription_5] Feature_3 -> Value: 42.48
[Subscription_3] Feature_4 -> Value: 91.23
[Subscription_10] Feature_3 -> Value: 58.75
[Subscription_4] Feature_2 -> Value: 4.26
[Subscription_13] Feature_5 -> Value: 82.02
[Subscription_9] Feature_1 -> Value: 80.2
[Subscription_20] Feature_2 -> Value: 20.95
[Subscription_17] Feature_1 -> Value: 0.09
[Subscription_14] Feature_1 -> Value: 40.05
[Subscription_19] Feature_4 -> Value: 2.55
[Subscription_15] Feature_4 -> Value: 24.58
[Subscription_1] Feature_4 -> Value: 33.62
[Subscription_6] Feature_2 -> Value: 30.98
[Subscription_5] Feature_4 -> Value: 80.15
[Subscription_18] Feature_2 -> Value: 76.22
[Subscription_2] Feature_1 -> Value: 84.64
[Subscription_11] Feature_4 -> Value: 71.28
[Subscription_12] Feature_2 -> Value: 8.84
[Subscription_7] Feature_3 -> Value: 80.61
[Subscription_16] Feature_5 -> Value: 62.98
[Subscription_3] Feature_5 -> Value: 66.57
[Subscription_6] Feature_3 -> Value: 26.41
[Subscription_8] Feature_4 -> Value: 42.46
[Subscription_10] Feature_4 -> Value: 52.49
[Subscription_4] Feature_3 -> Value: 94.39
[Subscription_18] Feature_3 -> Value: 64.65
[Subscription_13] Feature_1 -> Value: 71.14
[Subscription_9] Feature_2 -> Value: 81.9
[Subscription_20] Feature_3 -> Value: 31.54
[Subscription_11] Feature_5 -> Value: 40.92
[Subscription_17] Feature_2 -> Value: 7.74
[Subscription_14] Feature_2 -> Value: 9.28
[Subscription_7] Feature_4 -> Value: 88.71
[Subscription_19] Feature_5 -> Value: 71.07
[Subscription_15] Feature_5 -> Value: 7.27
[Subscription_1] Feature_5 -> Value: 40.41
[Subscription_5] Feature_5 -> Value: 7.86
[Subscription_3] Feature_1 -> Value: 20.27
[Subscription_8] Feature_5 -> Value: 71.74
[Subscription_2] Feature_2 -> Value: 19.2
[Subscription_10] Feature_5 -> Value: 69.27
[Subscription_12] Feature_3 -> Value: 37.84
[Subscription_7] Feature_5 -> Value: 6.56
[Subscription_16] Feature_1 -> Value: 12.69
[Subscription_4] Feature_4 -> Value: 8.13
[Subscription_6] Feature_4 -> Value: 74.06
[Subscription_18] Feature_4 -> Value: 83.85
[Subscription_9] Feature_3 -> Value: 79.83
[Subscription_20] Feature_4 -> Value: 95.48
[Subscription_11] Feature_1 -> Value: 66.89
[Subscription_17] Feature_3 -> Value: 63.3
[Subscription_1] Feature_1 -> Value: 44.68
[Subscription_5] Feature_1 -> Value: 50.61
[Subscription_13] Feature_2 -> Value: 35.76
[Subscription_2] Feature_3 -> Value: 70.24
[Subscription_14] Feature_3 -> Value: 27.97
[Subscription_7] Feature_1 -> Value: 56.5
[Subscription_19] Feature_1 -> Value: 70.96
[Subscription_15] Feature_1 -> Value: 98.38
[Subscription_16] Feature_2 -> Value: 88.14
[Subscription_3] Feature_2 -> Value: 8.43
[Subscription_8] Feature_1 -> Value: 46.07
[Subscription_9] Feature_4 -> Value: 89.5
[Subscription_11] Feature_2 -> Value: 66.86
[Subscription_12] Feature_4 -> Value: 12.13
[Subscription_1] Feature_2 -> Value: 50.59
[Subscription_10] Feature_1 -> Value: 29.47
[Subscription_2] Feature_4 -> Value: 88.63
[Subscription_20] Feature_5 -> Value: 76.31
[Subscription_14] Feature_4 -> Value: 29.85
[Subscription_5] Feature_2 -> Value: 47.57
[Subscription_3] Feature_3 -> Value: 51.47
[Subscription_4] Feature_5 -> Value: 46.13
[Subscription_6] Feature_5 -> Value: 58.99
[Subscription_18] Feature_5 -> Value: 8.87
[Subscription_17] Feature_4 -> Value: 51.79
[Subscription_7] Feature_2 -> Value: 70.27
